"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","biotype"
"Tcap.1",3.4567298399152e-14,0.32056173173723,0.996,0.983,9.57998107834097e-10,"yPAP","Tcap","protein_coding"
"Tmbim6.1",1.64760565274191e-13,-0.280968306744497,0.701,0.818,4.56617430600893e-09,"yPAP","Tmbim6","protein_coding"
"Myl2.1",2.74424686003766e-13,0.312728179422148,0.3,0.228,7.60540574790837e-09,"yPAP","Myl2","protein_coding"
"Hbb-bt.1",1.48111320768821e-10,0.640924753444821,0.294,0.239,4.10475714378711e-06,"yPAP","Hbb-bt","protein_coding"
"Mpz.1",1.06745333319757e-08,-1.02580947684385,0.179,0.241,0.000295834016762375,"yPAP","Mpz","protein_coding"
"Ccl6.1",6.43027390279016e-08,0.541447598136676,0.352,0.33,0.00178208610941926,"yPAP","Ccl6","protein_coding"
"Tug1.1",1.23138593913701e-06,0.621915110417805,0.221,0.196,0.034126629917243,"yPAP","Tug1","protein_coding"
"Snhg1.1",2.16310228345912e-06,0.573323225416101,0.23,0.222,0.0599482166837859,"yPAP","Snhg1","lncRNA"
"Rpl10.1",2.44165934860066e-06,0.35721230239512,0.136,0.099,0.0676681471871188,"yPAP","Rpl10","protein_coding"
"Mrps26.1",4.05568668681029e-06,0.306645922147525,0.399,0.416,0.11239930083826,"yPAP","Mrps26","protein_coding"
"Fhl3.1",5.73334668821293e-06,0.292171263975373,0.555,0.612,0.158893970117133,"yPAP","Fhl3","protein_coding"
"Bmp2k.1",2.43167387011759e-05,0.275954217264273,0.124,0.097,0.67391409636439,"yPAP","Bmp2k","protein_coding"
"Mbp.1",5.47147257699716e-05,-0.349661003021564,0.143,0.182,1,"yPAP","Mbp","protein_coding"
"Fabp5.1",0.000483943601318534,0.542569477115314,0.484,0.505,1,"yPAP","Fabp5","protein_coding"
"Hba-a1.1",0.00130144123401173,0.477631253159483,0.369,0.433,1,"yPAP","Hba-a1","protein_coding"
"Hba-a2.1",0.00605385928151021,0.296590322754028,0.515,0.518,1,"yPAP","Hba-a2","protein_coding"
